Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2008,17,219000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,500000
Maruti,Alto 800 LXI,2017,8,80000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,300000
Maruti,Ciaz RS ZDi Plus SHVS,2016,9,80000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,750000
Maruti,Swift Dzire VXI,2016,9,35000,Petrol,Petrol,1197 CC,83.14 bhp,Manual,5,574000
Tata,Indica Vista Quadrajet 90 VX,2013,12,167000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,5,200000
Hyundai,Creta 1.6 CRDi SX Option,2016,9,94000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,1100000
Hyundai,Santro Xing GL Plus,2012,13,80000,Petrol,Petrol,1086 CC,62.1 bhp,Manual,5,350000
Maruti,800 DX,1998,27,100000,Petrol,Petrol,796 CC,37 bhp,Manual,4,70000
Ford,Ikon 1.3 Flair,2005,20,90000,Petrol,Petrol,1299 CC,70 bhp,Manual,5,120000
Toyota,Innova 2.5 G (Diesel) 7 Seater,2012,13,246000,Diesel,Diesel,2494 CC,100 bhp,Manual,7,700000
Maruti,Baleno Sigma 1.2,2019,6,10000,Petrol,Petrol,1197 CC,83.1 bhp,Manual,5,500000
Tata,Indigo CS LS (TDI) BS-III,2016,9,90000,Diesel,Diesel,1405 CC,69.01 bhp,Manual,5,370000
Tata,Tigor 2017-2020 XZ Plus,2019,6,5200,Petrol,Petrol,1199 CC,83.81 bhp,Manual,5,600000
Maruti,Zen LX - BS III,2006,19,120000,Petrol,Petrol,993 CC,60 bhp,Manual,5,100000
Maruti,Swift VDI,2013,12,90000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,409999
Honda,City i VTEC CVT SV,2016,9,50000,Petrol,Petrol,1497 CC,117.3 bhp,Automatic,5,750000
Hyundai,Grand i10 1.2 Kappa Asta,2017,8,5000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,600000
Mahindra,KUV 100 G80 K8 Dual Tone,2018,7,10500,Petrol,Petrol,1198 CC,82 bhp,Manual,6,550000
Renault,Duster 110PS Diesel RxZ,2018,7,26000,Diesel,Diesel,1461 CC,108.45 bhp,Manual,5,950000
Mahindra,Scorpio VLX 2WD ABS AT BSIII,2014,11,139000,Diesel,Diesel,2179 CC,120 bhp,Automatic,8,645000
Mahindra,XUV500 W8 2WD,2014,11,60000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,750000
Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT,2006,19,40000,Petrol,Petrol,1796 CC,178 bhp,Manual,5,650000
Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,10,25000,Petrol,Petrol,1499 CC,110.4 bhp,Manual,5,800000
Toyota,Corolla Altis 1.8 J,2010,15,60000,Petrol,Petrol,1798 CC,138 bhp,Manual,5,350000
Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,10,25000,Petrol,Petrol,1499 CC,110.4 bhp,Manual,5,700000
Maruti,Swift Dzire ZXi,2011,14,15000,Petrol,Petrol,1298 CC,85.8 bhp,Manual,5,335000
Maruti,Swift Dzire LDi,2012,13,110000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,270000
Maruti,Swift Dzire ZDi,2010,15,100000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,320000
Hyundai,Santro Xing XS,2007,18,120000,Petrol,Petrol,1086 CC,63 bhp,Manual,5,120000
Audi,A4 1.8 TFSI,2010,15,55000,Petrol,Petrol,1781 CC,163.2 bhp,Automatic,5,730000
Maruti,SX4 Vxi BSIII,2007,18,120000,Petrol,Petrol,1586 CC,104.68 bhp,Manual,5,125000
Maruti,Zen Estilo 1.1 LXI BSIII,2007,18,35000,Petrol,Petrol,1061 CC,64 bhp,Manual,5,150000
Maruti,Alto 800 LXI,2018,7,13000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,310000
Maruti,Swift Dzire VDI,2015,10,50000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,625000
Hyundai,i10 Magna,2012,13,40000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,267000
Hyundai,i20 Active 1.2 SX Dual Tone,2016,9,25000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,600000
Maruti,Eeco 7 Seater Standard BSIV,2011,14,110000,Petrol,Petrol,1196 CC,73 bhp,Manual,7,180000
Toyota,Glanza G Smart Hybrid,2019,6,5000,Petrol,Petrol,1197 CC,88.50 bhp,Manual,5,700000
Maruti,800 AC,2013,12,50000,Petrol,Petrol,796 CC,37 bhp,Manual,4,121000
Hyundai,Grand i10 Asta,2014,11,80000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,350000
Toyota,Innova 2.5 G (Diesel) 8 Seater,2012,13,225000,Diesel,Diesel,2494 CC,100 bhp,Manual,8,869999
Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,8,9000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,2711000
Lexus,ES 300h,2019,6,20000,Petrol,Petrol,2487 CC,214.56 bhp,Automatic,5,5150000
Jaguar,XF 2.0 Diesel Portfolio,2017,8,45000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,3200000
Tata,Safari Storme EX,2015,10,110000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,503000
Volvo,XC40 D4 Inscription BSIV,2019,6,20000,Diesel,Diesel,1969 CC,190 bhp,Automatic,5,3800000
Toyota,Camry 2.5 Hybrid,2016,9,68089,Petrol,Petrol,2494 CC,157.7 bhp,Automatic,5,2000000
Maruti,Wagon R LXI,2013,12,58343,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,225000
Maruti,Baleno Alpha 1.3,2018,7,38817,Diesel,Diesel,1248 CC,74 bhp,Manual,5,740000
Honda,Jazz VX,2016,9,56494,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,12,79328,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,750000
Maruti,Swift AMT VVT VXI,2019,6,5621,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,650000
Toyota,Etios VX,2017,8,25538,Petrol,Petrol,1496 CC,88.73 bhp,Manual,5,625000
Maruti,Swift AMT ZXI,2018,7,69779,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,2017,8,56290,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,450000
BMW,X4 M Sport X xDrive20d,2019,6,7500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5400000
BMW,X4 M Sport X xDrive20d,2019,6,8500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5500000
Honda,Amaze V CVT Petrol BSIV,2019,6,7032,Petrol,Petrol,1199 CC,88.76 bhp,Automatic,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,2016,9,11000,Petrol,Petrol,1598 CC,103.5 bhp,Automatic,5,645000
Volvo,V40 D3 R-Design,2018,7,2000,Diesel,Diesel,1984 CC,150 bhp,Automatic,5,2475000
Maruti,Wagon R LX BSIII,2008,17,100000,Petrol,Petrol,1061 CC,64 bhp,Manual,5,80000
Hyundai,i10 Era 1.1,2008,17,93331,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,120000
Mahindra,Scorpio M2DI,2012,13,120000,Diesel,Diesel,2179 CC,115 bhp,Manual,5,370000
Nissan,Terrano XL 110 PS,2015,10,70000,Diesel,Diesel,1461 CC,108.5 bhp,Manual,5,750000
Mahindra,Bolero Power Plus Plus Non AC BSIV PS,2015,10,100000,Diesel,Diesel,2523 CC,63 bhp,Manual,9,484999
Hyundai,Accent CRDi,2006,19,90000,Diesel,Diesel,1493 CC,82 bhp,Manual,5,120000
Honda,City i VTEC V,2017,8,28000,Petrol,Petrol,1497 CC,117.3 bhp,Manual,5,860000
Maruti,Swift Dzire LDI,2018,7,50000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,650000
Maruti,Ertiga ZDI,2014,11,90000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,7,650000
Hyundai,Verna 1.4 CRDi,2016,9,40000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,710000
Ford,Figo 1.5D Base MT,2017,8,113000,Diesel,Diesel,1498 CC,99 bhp,Manual,5,430000
Maruti,Swift Vdi BSIII,2011,14,188000,Diesel,Diesel,1248 CC,75 bhp,Manual,5,305000
Ford,Figo Diesel Titanium,2011,14,100000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,220000
Tata,Sumo MKII Turbo 2.0 LX,2010,15,225000,Diesel,Diesel,1948 CC,90 bhp,Manual,9,150000
Mahindra,TUV 300 mHAWK100 T8,2017,8,67000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,660000
Chevrolet,Beat Diesel LT Option,2011,14,70000,Diesel,Diesel,936 CC,57.6 bhp,Manual,5,140000
Toyota,Corolla Altis JS MT,2015,10,50000,Petrol,Petrol,1798 CC,138.03 bhp,Manual,5,1100000
Jaguar,XF 2.2 Litre Luxury,2013,12,60000,Diesel,Diesel,2179 CC,187.7 bhp,Automatic,5,2450000
Volkswagen,Ameo 1.5 TDI Comfortline AT,2017,8,34000,Diesel,Diesel,1498 CC,108.495 bhp,Automatic,5,625000
Honda,City 1.5 GXI,2004,21,110000,Petrol,Petrol,1493 CC,100 bhp,Manual,5,198000
Maruti,Wagon R LXI,2005,20,140000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,130000
Honda,City Corporate Edition,2012,13,100000,Petrol,Petrol,1497 CC,116.3 bhp,Manual,5,540000
Hyundai,Grand i10 1.2 Kappa Sportz AT,2017,8,10000,Petrol,Petrol,1197 CC,81.86 bhp,Automatic,5,550000
Maruti,Celerio ZXI Optional,2018,7,30000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,475000
Toyota,Fortuner 2.8 4WD AT BSIV,2016,9,90000,Diesel,Diesel,2755 CC,174.5 bhp,Automatic,7,3100000
Maruti,Ritz VDi,2010,15,120000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,217000
Maruti,Swift Dzire AMT ZXI Plus,2019,6,6500,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,750000
Maruti,Gypsy King ST BSIII,2010,15,80000,Petrol,Petrol,1298 CC,80 bhp,Manual,8,350000
Mahindra,Scorpio VLS 2.2 mHawk,2008,17,100000,Diesel,Diesel,2179 CC,120 bhp,Manual,7,400000
Toyota,Etios VD,2015,10,120000,Diesel,Diesel,1364 CC,67.05 bhp,Manual,5,570000
Hyundai,EON Era Plus,2012,13,120000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,180000
Opel,Astra 1.6,1998,27,110000,Petrol,Petrol,1598 CC,77 bhp,Manual,5,68000
Skoda,Octavia Classic 1.9 TDI MT,2006,19,150000,Diesel,Diesel,1896 CC,66 bhp,Manual,5,280000
Tata,Indigo LS,2005,20,120000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,90000
Mercedes-Benz,M-Class ML 250 CDI,2015,10,100000,Diesel,Diesel,2143 CC,203.2 bhp,Automatic,5,2600000
Tata,Sumo Gold EX,2018,7,63000,Diesel,Diesel,2956 CC,83.83 bhp,Manual,7,700000
Mercedes-Benz,GLA Class 200 CDI,2016,9,40000,Diesel,Diesel,2143 CC,136 bhp,Automatic,5,1850000
Ford,Ecosport 1.5 DV5 MT Titanium,2015,10,109000,Diesel,Diesel,1498 CC,89.84 bhp,Manual,5,685000
Maruti,Swift VDI Windsong Limited edition,2015,10,114000,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,565000
Skoda,Octavia Elegance 1.8 TSI AT,2017,8,33000,Petrol,Petrol,1798 CC,177.5 bhp,Automatic,5,1600000
Hyundai,Grand i10 CRDi Asta Option,2014,11,160000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,395000
Hyundai,i20 Sportz 1.4 CRDi,2013,12,101000,Diesel,Diesel,1396 CC,88.76 bhp,Manual,5,425000
Volkswagen,Vento 1.5 TDI Highline BSIV,2019,6,5400,Diesel,Diesel,1498 CC,108.6 bhp,Manual,5,1350000
Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,2016,9,45000,Diesel,Diesel,1995 CC,183 bhp,Automatic,5,1950000
Renault,KWID AMT RXL,2018,7,31000,Petrol,Petrol,999 CC,67 bhp,Automatic,5,535000
Renault,KWID 1.0 RXT Optional,2018,7,31000,Petrol,Petrol,999 CC,67 bhp,Manual,5,500000
Maruti,Wagon R VXI Opt 1.2,2016,9,55000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,434999
Tata,Nano XTA,2018,7,55000,Petrol,Petrol,624 CC,37.48 bhp,Automatic,4,250000
Hyundai,Verna 1.6 SX,2014,11,117000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,700000
BMW,3 Series 320d Luxury Line,2010,15,102000,Diesel,Diesel,1995 CC,187.74 bhp,Automatic,5,1100000
Volkswagen,Passat 2.0 TDI AT Highline,2012,13,108000,Diesel,Diesel,1968 CC,175 bhp,Automatic,5,900000
Maruti,Wagon R VXI 1.2,2015,10,75000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,425000
Mercedes-Benz,E-Class E 220 CDI Avantgarde,2011,14,74000,Diesel,Diesel,2148 CC,170 bhp,Automatic,5,1600000
Ford,Figo Titanium Diesel,2013,12,158000,Diesel,Diesel,1499 CC,98.96 bhp,Manual,5,325000
Isuzu,MUX 2WD,2019,6,10000,Diesel,Diesel,2999 CC,174.57 bhp,Automatic,7,2700000
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2018,7,40000,Diesel,Diesel,1498 CC,98.96 bhp,Manual,5,950000
Tata,Nexon 1.5 Revotorq XZA Plus,2019,6,10000,Diesel,Diesel,1497 CC,108.5 bhp,Automatic,5,1140000
Tata,Hexa XE,2017,8,53000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,980000
Jeep,Compass 2.0 Limited Option 4X4,2017,8,20000,Diesel,Diesel,1956 CC,170 bhp,Manual,5,1920000
Volkswagen,Polo 1.0 TSI Highline Plus,2020,5,5000,Petrol,Petrol,999 CC,108.6 bhp,Manual,5,808000
Maruti,Swift Dzire VXI,2014,11,30000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,550000
Maruti,Alto LXi,2010,15,64000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,215000
Ford,Figo 1.2P Titanium Opt MT,2016,9,10500,Petrol,Petrol,1196 CC,86.8 bhp,Manual,5,512000
Maruti,Alto LXi,2011,14,50000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,215000
Skoda,Rapid 1.6 TDI Elegance,2012,13,60000,Diesel,Diesel,1598 CC,103.5 bhp,Manual,5,500000
Skoda,Rapid 1.5 TDI Elegance Black Package,2015,10,35000,Diesel,Diesel,1498 CC,103.52 bhp,Manual,5,700000
Tata,Safari DICOR 2.2 LX 4x2,2012,13,135000,Diesel,Diesel,2179 CC,138.03 bhp,Manual,7,525000
Mahindra,Scorpio LX BSIV,2011,14,70000,Diesel,Diesel,2179 CC,120 bhp,Manual,9,550000
Maruti,Vitara Brezza ZDi,2016,9,80000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,750000
Maruti,Celerio X VXI Option BSIV,2017,8,25000,Petrol,Petrol,998 CC,67 bhp,Manual,5,395000
Hyundai,i20 2015-2017 Sportz 1.2,2017,8,5000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,675000
Hyundai,Santro Xing GLS,2008,17,80000,Petrol,Petrol,1086 CC,62.1 bhp,Manual,5,140000
Mahindra,Scorpio VLX 2WD BSIV,2011,14,120000,Diesel,Diesel,2179 CC,120 bhp,Manual,8,430000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,8,9000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,2711000
Lexus,ES 300h,2019,6,20000,Petrol,Petrol,2487 CC,214.56 bhp,Automatic,5,5150000
Jaguar,XF 2.0 Diesel Portfolio,2017,8,45000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,3200000
Tata,Safari Storme EX,2015,10,110000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,503000
Volvo,XC40 D4 Inscription BSIV,2019,6,20000,Diesel,Diesel,1969 CC,190 bhp,Automatic,5,3800000
Toyota,Camry 2.5 Hybrid,2016,9,68089,Petrol,Petrol,2494 CC,157.7 bhp,Automatic,5,2000000
Maruti,Wagon R LXI,2013,12,58343,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,225000
Maruti,Baleno Alpha 1.3,2018,7,38817,Diesel,Diesel,1248 CC,74 bhp,Manual,5,740000
Honda,Jazz VX,2016,9,56494,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,12,79328,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,750000
Maruti,Swift AMT VVT VXI,2019,6,5621,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,650000
Toyota,Etios VX,2017,8,25538,Petrol,Petrol,1496 CC,88.73 bhp,Manual,5,625000
Maruti,Swift AMT ZXI,2018,7,69779,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,2017,8,56290,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,450000
BMW,X4 M Sport X xDrive20d,2019,6,7500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5400000
BMW,X4 M Sport X xDrive20d,2019,6,8500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5500000
Honda,Amaze V CVT Petrol BSIV,2019,6,7032,Petrol,Petrol,1199 CC,88.76 bhp,Automatic,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,2016,9,11000,Petrol,Petrol,1598 CC,103.5 bhp,Automatic,5,645000
Volvo,V40 D3 R-Design,2018,7,2000,Diesel,Diesel,1984 CC,150 bhp,Automatic,5,2475000
Maruti,Wagon R LXI BS IV,2014,11,10000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,300000
Chevrolet,Sail Hatchback Diesel,2013,12,68000,Diesel,Diesel,1248 CC,76.9 bhp,Manual,5,355000
Maruti,Alto 800 VXI,2015,10,35000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,180000
Tata,Indigo eCS VX BSIV,2013,12,70000,Diesel,Diesel,1396 CC,69 bhp,Manual,5,280000
Tata,Manza ELAN Quadrajet BS III,2011,14,70000,Diesel,Diesel,1248 CC,90 bhp,Manual,5,250000
Tata,Indica GLS BS IV,2007,18,50000,Petrol,Petrol,1193 CC,65.3 bhp,Manual,5,125000
Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,2018,7,29700,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,810000
Hyundai,i20 1.4 Magna AT,2018,7,20000,Petrol,Petrol,1368 CC,98.63 bhp,Automatic,5,671000
Maruti,Alto 800 VXI,2018,7,20000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,295000
Maruti,Ertiga SHVS ZDI Plus,2017,8,40000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,850000
Maruti,Swift ZDi,2013,12,90000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,409999
Maruti,Ertiga VXI,2015,10,90000,Petrol,Petrol,1373 CC,93.7 bhp,Manual,7,600000
Mahindra,Bolero 2011-2019 ZLX,2015,10,80000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,600000
Maruti,Wagon R LXI BSIII,2012,13,60000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,220000
Maruti,Swift Dzire VDI,2013,12,56000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Mahindra,Scorpio EX,2014,11,50000,Diesel,Diesel,2523 CC,75 bhp,Manual,8,650000
Mahindra,Scorpio 2009-2014 EX 2WD 9S,2014,11,50000,Diesel,Diesel,2523 CC,75 bhp,Manual,9,655000
Tata,Sumo GX 7 Str BSII,2006,19,74000,Diesel,Diesel,1948 CC,68 bhp,Manual,7,130000
Renault,Duster 110PS Diesel RxL,2014,11,123000,Diesel,Diesel,1461 CC,108.45 bhp,Manual,5,400000
Maruti,Alto LXi,2009,16,54000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,155000
Tata,Indigo CS eGLS BS IV,2013,12,50000,Petrol,Petrol,1193 CC,64.1 bhp,Manual,5,250000
Hyundai,Grand i10 Sportz,2014,11,80000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,400000
Datsun,GO A Option Petrol,2019,6,10000,Petrol,Petrol,1198 CC,67.05 bhp,Manual,5,500000
Hyundai,Santro Sportz AMT BSIV,2018,7,10000,Petrol,Petrol,1086 CC,68 bhp,Automatic,5,565000
Ford,EcoSport 1.5 Diesel Titanium BSIV,2018,7,40000,Diesel,Diesel,1498 CC,98.96 bhp,Manual,5,900000
Mahindra,Bolero Power Plus SLE,2017,8,120000,Diesel,Diesel,1493 CC,70 bhp,Manual,7,650000
Mahindra,Bolero 2011-2019 ZLX,2013,12,45000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,600000
Maruti,Swift Dzire VDI,2018,7,35000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,800000
Hyundai,i20 Sportz 1.4 CRDi,2015,10,60000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,575000
Ford,Figo 1.5P Titanium AT,2016,9,40000,Petrol,Petrol,1499 CC,110.4 bhp,Automatic,5,550000
Maruti,SX4 Vxi BSIV,2011,14,80000,Petrol,Petrol,1586 CC,103.3 bhp,Manual,5,190000
Ford,EcoSport 1.5 Diesel Trend Plus BSIV,2017,8,37000,Diesel,Diesel,1498 CC,98.96 bhp,Manual,5,750000
Maruti,Baleno Delta 1.2,2018,7,22000,Petrol,Petrol,1197 CC,83.1 bhp,Manual,5,625000
Hyundai,i20 1.4 Asta,2018,7,60000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,799000
Maruti,Wagon R VXI BS IV,2013,12,57000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,300000
Maruti,Ciaz 1.4 Alpha,2017,8,27000,Petrol,Petrol,1373 CC,91.1 bhp,Manual,5,850000
Chevrolet,Spark 1.0 LT,2012,13,70000,Petrol,Petrol,995 CC,62 bhp,Manual,5,130000
Maruti,Alto K10 2010-2014 VXI,2011,14,40000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,229999
Maruti,Celerio ZXI,2015,10,60000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,400000
Mahindra,Thar CRDe,2018,7,35000,Diesel,Diesel,2498 CC,105 bhp,Manual,6,900000
Mahindra,Scorpio 1.99 S4,2015,10,70000,Diesel,Diesel,1997 CC,120 bhp,Manual,7,800000
Hyundai,EON Era Plus,2015,10,43000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,250999
Tata,Manza Aqua Safire,2011,14,110000,Petrol,Petrol,1368 CC,90 bhp,Manual,5,250000
Fiat,Punto 1.2 Active,2009,16,100000,Petrol,Petrol,1172 CC,67 bhp,Manual,5,100000
Maruti,Swift VXI Optional,2016,9,64000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,450000
Renault,Duster 85PS Diesel STD,2017,8,96000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,575000
Renault,Duster 85PS Diesel RxL Optional,2013,12,96000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,400000
Maruti,Celerio X ZXI BSIV,2019,6,7600,Petrol,Petrol,998 CC,67 bhp,Manual,5,480000
Maruti,Celerio X ZXI BSIV,2019,6,7000,Petrol,Petrol,998 CC,67 bhp,Manual,5,490000
Tata,Indigo LX,2007,18,120000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,150000
Tata,Bolt Quadrajet XM,2017,8,50000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,600000
Hyundai,Xcent 1.1 CRDi SX Option,2015,10,50000,Diesel,Diesel,1120 CC,71 bhp,Manual,5,500000
Tata,Zest Quadrajet 1.3 Anniversary Edition,2015,10,80000,Diesel,Diesel,1248 CC,88.7 bhp,Manual,5,425000
Hyundai,Accent DLS,2003,22,200000,Diesel,Diesel,1493 CC,82 bhp,Manual,5,108000
Toyota,Innova 2.5 ZX Diesel 7 Seater BSIII,2015,10,190000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,1030000
Maruti,Wagon R VXI Optional,2015,10,34000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,360000
Volkswagen,Polo Petrol Comfortline 1.2L,2012,13,80000,Petrol,Petrol,1198 CC,73.9 bhp,Manual,5,290000
Maruti,Swift VDI,2011,14,72000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,400000
Maruti,Esteem DI,2003,22,20000,Diesel,Diesel,1527 CC,57 bhp,Manual,5,70000
Tata,Sumo CX,2012,13,70000,Diesel,Diesel,2956 CC,83.8 bhp,Manual,7,320000
Ford,EcoSport 1.5 Diesel Titanium BSIV,2019,6,30000,Diesel,Diesel,1498 CC,98.96 bhp,Manual,5,975000
Honda,City i-VTEC CVT ZX,2019,6,5000,Petrol,Petrol,1497 CC,117.6 bhp,Automatic,5,1227000
Hyundai,Verna 1.6 SX CRDi (O),2014,11,29340,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,755000
Ford,Figo Diesel LXI,2011,14,120000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,215000
Toyota,Innova 2.5 G4 Diesel 7-seater,2011,14,200000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,735000
Hyundai,i10 Era,2007,18,70000,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,190000
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2014,11,80800,Diesel,Diesel,2494 CC,100.6 bhp,Manual,8,1365000
Honda,Jazz 1.2 VX i VTEC,2018,7,24265,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,675000
Maruti,Swift Dzire VDI,2014,11,81000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,438999
Renault,Lodgy Stepway 110PS RXZ 7S,2015,10,240000,Diesel,Diesel,1461 CC,108.5 bhp,Manual,7,550000
Maruti,Swift Dzire VXI,2013,12,35000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,409999
Renault,KWID RXT Optional,2019,6,15000,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,350000
Chevrolet,Beat Diesel,2012,13,49000,Diesel,Diesel,936 CC,57.6 bhp,Manual,5,135000
Toyota,Innova Crysta 2.4 GX MT 8S BSIV,2016,9,56900,Diesel,Diesel,2393 CC,147.8 bhp,Manual,8,1490000
Maruti,Swift VDI BSIV,2014,11,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,520000
Maruti,Swift Dzire VDi,2010,15,180000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,315000
Maruti,A-Star Lxi,2010,15,50000,Petrol,Petrol,998 CC,66.1 bhp,Manual,5,235000
Hyundai,Accent GLE,2005,20,50000,Petrol,Petrol,1495 CC,94 bhp,Manual,5,80500
Maruti,Ritz VDi,2013,12,88200,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,375000
Maruti,Swift VXi BSIV,2006,19,93000,Petrol,Petrol,1197 CC,85 bhp,Manual,5,189000
Honda,Amaze E Option i-DTEC,2017,8,120000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,550000
Ford,Fiesta EXi 1.4 TDCi Ltd,2011,14,110000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,260000
